"Amb34912146";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@H]1C[C@@H](O)CC(=O)O1"
"Amb34920341";"[Mg+2].CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)C(=O)Nc1ccccc1.CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccccc1)C(=O)Nc1ccccc1"
"Amb34921594";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC(=O)OCCCCO[N+]([O-])=O"
"Amb34922141";"CC(C)c1c(C(=O)Nc2ccc(CO)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CCC(O)CC(O)CC(O)=O"
"Amb35755578";"[2H]c1c([2H])c([2H])c(-c2c(c(C(C)C)[n](CCC3CC(O)CC(=O)O3)c2-c2ccc(F)cc2)C(=O)Nc2ccc(O)cc2)c([2H])c1[2H]"
"Amb35755585";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccccc2)[n]1CCC(O)CC(O)CC(=O)O[Na]"
"Amb35755634";"[Na+].[Na+].CC(C)c1c(C(=O)Nc2ccc([O-])cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CCC(O)CC(O)CC([O-])=O"
"Amb35755715";"CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CCC(O)CC(O)CC(=O)O[Na]"
"Amb35755732";"CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CCC1CC(O)CC(=O)O1"
"Amb35790717";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CCC(O)CC(O)CC(=O)CC[C@@H](O)C[C@@H](O)CC(O)=O"
"Amb35790799";"CC(C)c1c(C(=O)Nc2ccccc2)c2c3ccccc3c3cc(F)ccc3c2[n]1CC[C@@H](O)C[C@@H](O)CC(O)=O"
"Amb35791101";"[Ca].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC(O)=O"
"Amb35792138";"[Ca+2].[2H]c1c([2H])c([2H])c(-c2c(c(C(C)C)[n](CC[C@@H](O)C[C@@H](O)CC([O-])=O)c2-c2ccc(F)cc2)C(=O)Nc2ccc([O-])cc2)c([2H])c1[2H]"
"Amb35792139";"[2H]c1c([2H])c([2H])c(-c2c(c(C(C)C)[n](CC[C@@H](O)CCCC(O)=O)c2-c2ccc(F)cc2)C(=O)Nc2ccccc2)c([2H])c1[2H]"
"Amb35792140";"[2H]c1c([2H])c([2H])c(-c2c(c(C(C)C)[n](CCC(O)CC(O)CC(=O)OC(C)(C)C)c2-c2ccc(F)cc2)C(=O)Nc2ccccc2)c([2H])c1[2H]"
"Amb35792142";"[Na+].[2H]c1c(NC(=O)c2c(C(C)C)[n](CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c2-c2ccccc2)-c2ccc(F)cc2)c([2H])c([2H])c([2H])c1[2H]"
"Amb35792143";"[Ca+2].CC(C)c1c(C(=O)Nc2ccc(F)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CCC(O)CC(O)CC([O-])=O"
"Amb35792144";"[Na+].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C/C=C/C([O-])=O"
"Amb35792145";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C/C=C\C(O)=O"
"Amb35792146";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)CC(Br)C(Br)C(O)=O"
"Amb35792147";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)CCCC(O)=O"
"Amb35792148";"CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CCC(O)CC(O)CC(=O)OC(C)C)-c1ccccc1)C(=O)Nc1ccccc1"
"Amb35792362";"CC(C)c1c(c(c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@H](O)CC(=O)OC)-c1ccccc1)C(=O)Nc1ccccc1"
"Amb35792363";"CC(C)c1c(C(O)=O)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC(O)=O"
"Amb35795833";"CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H]1OC([C@H](O)C(O)C1O)C(O)=O"
"Amb35797317";"[Na+].[2H]c1c([2H])c([2H])c(-c2c(c(C(C)C)[n](CC[C@@H](O)C[C@@H](O)CC([O-])=O)c2-c2ccccc2F)C(=O)Nc2ccccc2)c([2H])c1[2H]"
"Amb35797318";"[Na+].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccccc2F)[n]1CC[C@@H](O)C[C@@H](O)CC([O-])=O"
