"Amb34906371";"CC(=O)NC(CSCCNC(C)=O)C(O)=O"
"Amb34906415";"CC(=O)N[C@@H](CSCC(C)C(O)=O)C(O)=O"
"Amb34921485";"CC(=O)N[C@@H](CS)C(O)=O.N[C@@H](CCCCN)C(O)=O"
"Amb34921952";"CC(=O)N[C@@H](CSCCCCC)C(O)=O"
"Amb34923786";"CC(=O)N[C@@H](CSN=O)C(O)=O"
"Amb34925385";"CC(=O)N[C@@H](CSSC[C@@H](NC(C)=O)C(O)=O)C(O)=O"
"Amb35755671";"CC(=O)NC(CSCCC#N)C(O)=O"
"Amb35755773";"[2H]C([2H])([2H])C(=O)NC(CS)C(O)=O"
"Amb35793910";"[2H]C([2H])(C(N)=O)C([2H])([2H])SC[C@@H](NC(C)=O)C(O)=O"
"Amb35798645";"CC(=O)[15NH][13C@@H]([13CH2]S)[13C](O)=O"
"Amb35800445";"[Na+].[O-]C(=O)[C@@H]1CSCC(=O)N1"
"Amb35806079";"CC(=O)N[C@@H](CSCC(O)C=O)C(O)=O"
"Amb35809838";"[Na+].[Na+].CC(=O)N[C@@H](CSC[C@H](NC(C)=O)C([O-])=O)C([O-])=O"
"Amb35818965";"CC(=O)NC(CSCC=C)C(O)=O"
"Amb35818966";"CC(=O)NC(CSCC)C(O)=O"
"Amb35818967";"CC(=O)NC(CSCCC)C(O)=O"
"Amb35823511";"CC(=O)N[C@@H](CS)C(=O)OC(C)C"
"Amb35846306";"OC(=O)C1CSCC(=O)N1"
